"species","species_label","sampler","realization","status","N_pres_total","N_pres_used","N_pseudo","overlap","rel_cov_PC1","rel_cov_PC2","prop_true_abs"
"sp4_specialist_rare","Specialist · rare","buffer",16,"ok",116,116,116,2.984235,0.7343,0.7606,1
"sp4_specialist_rare","Specialist · rare","buffer",17,"ok",102,102,102,3.331676,0.7942,0.852,1
"sp4_specialist_rare","Specialist · rare","buffer",18,"ok",123,123,123,2.977181,0.7571,0.7622,1
"sp4_specialist_rare","Specialist · rare","buffer",19,"ok",116,116,116,3.09525,0.6507,0.6347,1
"sp4_specialist_rare","Specialist · rare","buffer",20,"ok",126,126,126,2.614776,0.8604,0.8805,1
"sp4_specialist_rare","Specialist · rare","buffer",21,"ok",106,106,106,2.804515,0.866,0.7414,1
"sp4_specialist_rare","Specialist · rare","buffer",22,"ok",146,146,146,2.802307,0.8359,0.8057,1
"sp4_specialist_rare","Specialist · rare","buffer",23,"ok",115,115,115,3.156535,0.8025,0.7568,1
"sp4_specialist_rare","Specialist · rare","buffer",24,"ok",99,99,99,2.926298,0.7229,0.6856,1
"sp4_specialist_rare","Specialist · rare","buffer",25,"ok",114,114,114,3.487947,0.8159,0.799,1
"sp4_specialist_rare","Specialist · rare","buffer",26,"ok",125,125,125,3.390084,0.8038,0.7081,1
"sp4_specialist_rare","Specialist · rare","buffer",27,"ok",128,128,128,3.136135,0.892,0.7396,1
"sp4_specialist_rare","Specialist · rare","buffer",28,"ok",112,112,112,2.926835,0.7516,0.726,1
"sp4_specialist_rare","Specialist · rare","buffer",29,"ok",118,118,118,2.973313,0.8005,0.6864,1
"sp4_specialist_rare","Specialist · rare","buffer",30,"ok",128,128,128,2.401166,0.7463,0.7332,1
"sp4_specialist_rare","Specialist · rare","buffer",31,"ok",106,106,106,3.006388,0.8157,0.7547,1
"sp4_specialist_rare","Specialist · rare","buffer",32,"ok",119,119,119,3.091179,0.7996,0.8335,1
"sp4_specialist_rare","Specialist · rare","buffer",33,"ok",127,127,127,3.155293,0.882,0.6913,1
"sp4_specialist_rare","Specialist · rare","buffer",34,"ok",114,114,114,2.86048,0.776,0.7779,1
"sp4_specialist_rare","Specialist · rare","buffer",35,"ok",127,127,127,3.201228,0.8603,0.8625,1
"sp4_specialist_rare","Specialist · rare","buffer",36,"ok",125,125,125,2.494151,0.7572,0.7296,1
"sp4_specialist_rare","Specialist · rare","buffer",37,"ok",126,126,126,3.103794,0.8105,0.769,1
"sp4_specialist_rare","Specialist · rare","buffer",38,"ok",135,135,135,2.861295,0.8866,0.6827,1
"sp4_specialist_rare","Specialist · rare","buffer",39,"ok",89,89,89,2.955454,0.7336,0.7341,1
"sp4_specialist_rare","Specialist · rare","buffer",40,"ok",115,115,115,2.918735,0.8791,0.8091,1
"sp4_specialist_rare","Specialist · rare","buffer",41,"ok",116,116,116,3.365763,0.8355,0.7793,1
"sp4_specialist_rare","Specialist · rare","buffer",42,"ok",136,136,136,3.369479,0.7635,0.7514,1
"sp4_specialist_rare","Specialist · rare","buffer",43,"ok",130,130,130,3.333112,0.8436,0.6972,1
"sp4_specialist_rare","Specialist · rare","buffer",44,"ok",105,105,105,2.864512,0.7514,0.8781,1
"sp4_specialist_rare","Specialist · rare","buffer",45,"ok",127,127,127,3.012096,0.9227,0.6894,1
"sp4_specialist_rare","Specialist · rare","buffer",46,"ok",114,114,114,2.232037,0.7724,0.8702,1
"sp4_specialist_rare","Specialist · rare","buffer",47,"ok",107,107,107,3.61075,0.9129,0.8079,1
"sp4_specialist_rare","Specialist · rare","buffer",48,"ok",132,132,132,3.277592,0.8711,0.8287,1
"sp4_specialist_rare","Specialist · rare","buffer",49,"ok",120,120,120,3.221514,0.7707,0.812,1
"sp4_specialist_rare","Specialist · rare","buffer",50,"ok",123,123,123,3.47873,0.8453,0.7489,1
"sp4_specialist_rare","Specialist · rare","uniform",1,"ok",128,128,128,3.56542,0.8602,0.8549,1
"sp4_specialist_rare","Specialist · rare","uniform",2,"ok",123,123,123,3.853687,0.876,0.8599,1
"sp4_specialist_rare","Specialist · rare","uniform",3,"ok",126,126,126,3.553266,0.9554,0.9122,1
"sp4_specialist_rare","Specialist · rare","uniform",4,"ok",144,144,144,3.607098,0.876,0.9071,1
"sp4_specialist_rare","Specialist · rare","uniform",5,"ok",111,111,111,3.336223,0.9543,0.8242,1
"sp4_specialist_rare","Specialist · rare","uniform",6,"ok",127,127,127,3.685792,0.9543,0.7392,1
"sp4_specialist_rare","Specialist · rare","uniform",7,"ok",142,142,142,3.415382,0.9305,0.8075,1
"sp4_specialist_rare","Specialist · rare","uniform",8,"ok",122,122,122,3.270847,0.9103,0.7161,1
"sp4_specialist_rare","Specialist · rare","uniform",9,"ok",124,124,124,3.780634,0.9679,0.9128,1
"sp4_specialist_rare","Specialist · rare","uniform",10,"ok",120,120,120,3.13821,0.8631,0.7862,1
"sp4_specialist_rare","Specialist · rare","uniform",11,"ok",124,124,124,3.323057,0.9402,0.8703,1
"sp4_specialist_rare","Specialist · rare","uniform",12,"ok",108,108,108,3.584659,0.8851,0.8292,1
"sp4_specialist_rare","Specialist · rare","uniform",13,"ok",123,123,123,3.294982,0.9554,0.8927,1
"sp4_specialist_rare","Specialist · rare","uniform",14,"ok",108,108,108,3.473684,0.9568,0.9025,1
"sp4_specialist_rare","Specialist · rare","uniform",15,"ok",126,126,126,3.203416,0.97,0.9549,1
"sp4_specialist_rare","Specialist · rare","uniform",16,"ok",116,116,116,3.315354,0.9277,0.7641,1
"sp4_specialist_rare","Specialist · rare","uniform",17,"ok",102,102,102,3.793498,0.8533,0.9254,1
"sp4_specialist_rare","Specialist · rare","uniform",18,"ok",123,123,123,3.601456,0.8782,0.8863,1
"sp4_specialist_rare","Specialist · rare","uniform",19,"ok",116,116,116,3.731355,0.97,0.8335,1
"sp4_specialist_rare","Specialist · rare","uniform",20,"ok",126,126,126,3.397899,0.97,0.8281,1
"sp4_specialist_rare","Specialist · rare","uniform",21,"ok",106,106,106,3.559563,0.9568,0.8355,1
"sp4_specialist_rare","Specialist · rare","uniform",22,"ok",146,146,146,3.520783,0.97,0.8888,1
"sp4_specialist_rare","Specialist · rare","uniform",23,"ok",115,115,115,3.343831,0.9676,0.9474,1
"sp4_specialist_rare","Specialist · rare","uniform",24,"ok",99,99,99,2.840276,0.8752,0.761,1
"sp4_specialist_rare","Specialist · rare","uniform",25,"ok",114,114,114,3.859107,0.8775,0.8483,1
"sp4_specialist_rare","Specialist · rare","uniform",26,"ok",125,125,125,3.570547,0.9554,0.7862,1
"sp4_specialist_rare","Specialist · rare","uniform",27,"ok",128,128,128,3.698284,0.938,0.9088,1
"sp4_specialist_rare","Specialist · rare","uniform",28,"ok",112,112,112,3.430435,0.9376,0.867,1
"sp4_specialist_rare","Specialist · rare","uniform",29,"ok",118,118,118,3.476684,0.8752,0.8037,1
"sp4_specialist_rare","Specialist · rare","uniform",30,"ok",128,128,128,3.205591,0.9271,0.8886,1
"sp4_specialist_rare","Specialist · rare","uniform",31,"ok",106,106,106,3.247311,0.9568,0.8574,1
"sp4_specialist_rare","Specialist · rare","uniform",32,"ok",119,119,119,4.13495,0.9554,0.768,1
"sp4_specialist_rare","Specialist · rare","uniform",33,"ok",127,127,127,3.205149,0.9376,0.8727,1
"sp4_specialist_rare","Specialist · rare","uniform",34,"ok",114,114,114,3.10336,0.8776,0.845,1
"sp4_specialist_rare","Specialist · rare","uniform",35,"ok",127,127,127,3.873085,0.938,0.8747,1
"sp4_specialist_rare","Specialist · rare","uniform",36,"ok",125,125,125,3.605904,0.9478,0.7808,1
"sp4_specialist_rare","Specialist · rare","uniform",37,"ok",126,126,126,3.51074,0.871,0.9448,1
"sp4_specialist_rare","Specialist · rare","uniform",38,"ok",135,135,135,3.894069,0.9143,0.8901,1
"sp4_specialist_rare","Specialist · rare","uniform",39,"ok",89,89,89,3.042745,0.9544,0.8212,1
"sp4_specialist_rare","Specialist · rare","uniform",40,"ok",115,115,115,3.30029,0.9611,0.9234,1
"sp4_specialist_rare","Specialist · rare","uniform",41,"ok",116,116,116,3.841018,0.9568,0.8512,1
"sp4_specialist_rare","Specialist · rare","uniform",42,"ok",136,136,136,3.904148,0.9402,0.8347,1
"sp4_specialist_rare","Specialist · rare","uniform",43,"ok",130,130,130,3.297092,0.9066,0.8738,1
"sp4_specialist_rare","Specialist · rare","uniform",44,"ok",105,105,105,3.188964,0.8749,0.7569,1
"sp4_specialist_rare","Specialist · rare","uniform",45,"ok",127,127,127,3.647691,0.923,0.8921,1
"sp4_specialist_rare","Specialist · rare","uniform",46,"ok",114,114,114,3.15106,0.8924,0.8157,1
"sp4_specialist_rare","Specialist · rare","uniform",47,"ok",107,107,107,3.60512,0.8719,0.9607,1
"sp4_specialist_rare","Specialist · rare","uniform",48,"ok",132,132,132,3.888076,0.9543,0.9138,1
"sp4_specialist_rare","Specialist · rare","uniform",49,"ok",120,120,120,4.015177,0.8789,0.8633,1
"sp4_specialist_rare","Specialist · rare","uniform",50,"ok",123,123,123,3.603479,0.9544,0.7729,1
"sp4_specialist_rare","Specialist · rare","mcmc",1,"ok",128,128,128,2.333481,0.9723,0.9044,1
"sp4_specialist_rare","Specialist · rare","mcmc",2,"ok",123,123,123,2.759953,0.9251,0.9562,1
"sp4_specialist_rare","Specialist · rare","mcmc",3,"ok",126,126,126,3.542472,0.9166,0.9946,0.9841
"sp4_specialist_rare","Specialist · rare","mcmc",4,"ok",144,144,144,2.89704,0.9372,0.9604,1
"sp4_specialist_rare","Specialist · rare","mcmc",5,"ok",111,111,111,2.954676,0.908,0.9252,0.991
"sp4_specialist_rare","Specialist · rare","mcmc",6,"ok",127,127,127,2.658684,0.9332,0.9604,1
"sp4_specialist_rare","Specialist · rare","mcmc",7,"ok",142,142,142,3.472952,0.9747,0.9842,1
"sp4_specialist_rare","Specialist · rare","mcmc",8,"ok",122,122,122,3.189494,0.945,0.9946,1
"sp4_specialist_rare","Specialist · rare","mcmc",9,"ok",124,124,124,3.329238,0.9695,0.9996,1
"sp4_specialist_rare","Specialist · rare","mcmc",10,"ok",120,120,120,3.62933,0.9552,0.9462,0.9917
"sp4_specialist_rare","Specialist · rare","mcmc",11,"ok",124,124,124,3.342087,0.9624,0.995,0.9919
"sp4_specialist_rare","Specialist · rare","mcmc",12,"ok",108,108,108,2.620143,0.8665,0.9451,1
"sp4_specialist_rare","Specialist · rare","mcmc",13,"ok",123,123,123,3.018283,0.9868,0.9602,1
"sp4_specialist_rare","Specialist · rare","mcmc",14,"ok",108,108,108,1.47556,0.9355,0.9478,1
"sp4_specialist_rare","Specialist · rare","mcmc",15,"ok",126,126,126,3.092883,0.9571,1,1
"sp4_specialist_rare","Specialist · rare","mcmc",16,"ok",116,116,116,3.791034,0.9524,0.9604,0.9828
"sp4_specialist_rare","Specialist · rare","mcmc",17,"ok",102,102,102,2.65671,0.9721,0.9732,1
"sp4_specialist_rare","Specialist · rare","mcmc",18,"ok",123,123,123,2.107861,0.9632,0.9793,1
"sp4_specialist_rare","Specialist · rare","mcmc",19,"ok",116,116,116,3.560677,0.9592,0.9097,1
"sp4_specialist_rare","Specialist · rare","mcmc",20,"ok",126,126,126,3.236496,0.9129,0.9521,0.9921
"sp4_specialist_rare","Specialist · rare","mcmc",21,"ok",106,106,106,2.021066,0.9544,0.9594,1
"sp4_specialist_rare","Specialist · rare","mcmc",22,"ok",146,146,146,3.572859,0.9646,0.9507,0.9932
"sp4_specialist_rare","Specialist · rare","mcmc",23,"ok",115,115,115,3.446184,0.9879,0.8946,0.9913
"sp4_specialist_rare","Specialist · rare","mcmc",24,"ok",99,99,99,2.42381,0.9476,0.9501,0.9899
"sp4_specialist_rare","Specialist · rare","mcmc",25,"ok",114,114,114,3.947674,0.9773,0.9732,1
"sp4_specialist_rare","Specialist · rare","mcmc",26,"ok",125,125,125,2.324285,0.8941,0.9105,1
"sp4_specialist_rare","Specialist · rare","mcmc",27,"ok",128,128,128,2.224738,0.9787,0.9654,1
"sp4_specialist_rare","Specialist · rare","mcmc",28,"ok",112,112,112,3.092195,0.8776,0.9448,0.9911
"sp4_specialist_rare","Specialist · rare","mcmc",29,"ok",118,118,118,3.346029,0.9773,0.9496,1
"sp4_specialist_rare","Specialist · rare","mcmc",30,"ok",128,128,128,2.941698,0.9434,0.9842,1
"sp4_specialist_rare","Specialist · rare","mcmc",31,"ok",106,106,106,2.088955,0.9191,0.8931,1
"sp4_specialist_rare","Specialist · rare","mcmc",32,"ok",119,119,119,2.441125,0.9247,0.9732,1
"sp4_specialist_rare","Specialist · rare","mcmc",33,"ok",127,127,127,3.478755,0.9717,0.9607,0.9921
"sp4_specialist_rare","Specialist · rare","mcmc",34,"ok",114,114,114,2.841174,0.9403,0.9185,1
"sp4_specialist_rare","Specialist · rare","mcmc",35,"ok",127,127,127,1.45918,1,0.9842,1
"sp4_specialist_rare","Specialist · rare","mcmc",36,"ok",125,125,125,2.634806,0.9492,0.9183,1
"sp4_specialist_rare","Specialist · rare","mcmc",37,"ok",126,126,126,1.757446,0.9877,0.9602,1
"sp4_specialist_rare","Specialist · rare","mcmc",38,"ok",135,135,135,3.080839,0.9569,0.9496,1
"sp4_specialist_rare","Specialist · rare","mcmc",39,"ok",89,89,89,3.017627,0.9243,0.9946,1
"sp4_specialist_rare","Specialist · rare","mcmc",40,"ok",115,115,115,2.386532,0.9095,0.9359,0.9913
"sp4_specialist_rare","Specialist · rare","mcmc",41,"ok",116,116,116,3.416925,0.9098,0.9982,1
"sp4_specialist_rare","Specialist · rare","mcmc",42,"ok",136,136,136,2.179684,0.9592,0.8981,1
"sp4_specialist_rare","Specialist · rare","mcmc",43,"ok",130,130,130,3.123378,0.9723,0.9982,0.9923
"sp4_specialist_rare","Specialist · rare","mcmc",44,"ok",105,105,105,2.695121,0.9844,0.9499,1
"sp4_specialist_rare","Specialist · rare","mcmc",45,"ok",127,127,127,3.632983,0.93,0.8634,1
"sp4_specialist_rare","Specialist · rare","mcmc",46,"ok",114,114,114,2.319477,0.8785,1,1
"sp4_specialist_rare","Specialist · rare","mcmc",47,"ok",107,107,107,3.886421,0.9525,0.9077,0.9907
"sp4_specialist_rare","Specialist · rare","mcmc",48,"ok",132,132,132,3.019319,0.9723,0.871,1
"sp4_specialist_rare","Specialist · rare","mcmc",49,"ok",120,120,120,3.665787,0.9579,0.9846,1
"sp4_specialist_rare","Specialist · rare","mcmc",50,"ok",123,123,123,3.24203,0.9615,0.9496,1
