"species","species_label","sampler","realization","status","N_pres_total","N_pres_used","N_pseudo","overlap","rel_cov_PC1","rel_cov_PC2","rel_cov_PC3","rel_cov_PC4","rel_cov_PC5","prop_true_abs"
"sp3_generalist_rare","Generalist · rare","mcmc",28,"ok",915,300,300,491.011844,0.9952,0.9889,1,0.8642,0.8274,0.98
"sp3_generalist_rare","Generalist · rare","mcmc",29,"ok",918,300,300,499.213223,0.9218,0.8405,0.9046,0.7645,0.8487,0.9467
"sp3_generalist_rare","Generalist · rare","mcmc",30,"ok",900,300,300,456.763353,0.9284,0.9195,0.8297,0.8421,0.7524,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",31,"ok",938,300,300,511.480949,0.9539,0.9822,0.9013,0.9683,0.8487,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",32,"ok",878,300,300,475.205403,0.9533,0.9092,0.8413,0.8736,0.7506,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",33,"ok",925,300,300,446.086513,0.953,0.9171,0.9609,0.8684,0.7741,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",34,"ok",895,300,300,451.162243,0.9924,0.8844,0.8628,0.9683,0.8487,0.9733
"sp3_generalist_rare","Generalist · rare","mcmc",35,"ok",911,300,300,403.797815,0.9507,0.9377,0.907,0.9736,0.7814,0.9367
"sp3_generalist_rare","Generalist · rare","mcmc",36,"ok",952,300,300,483.537024,0.9034,0.8768,0.9527,0.8369,0.8564,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",37,"ok",909,300,300,443.151835,0.9704,0.9741,0.9764,0.8758,0.8274,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",38,"ok",922,300,300,481.543457,0.9559,0.9481,0.9207,0.8649,0.7316,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",39,"ok",885,300,300,474.964578,0.9536,0.9422,0.855,0.9642,0.7609,0.9733
"sp3_generalist_rare","Generalist · rare","mcmc",40,"ok",972,300,300,512.696541,0.9809,0.9584,0.9762,1,0.878,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",41,"ok",909,300,300,446.371598,0.943,0.954,0.907,0.9933,0.878,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",42,"ok",919,300,300,480.804853,0.9708,0.9689,1,0.9933,0.878,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",43,"ok",893,300,300,563.248243,0.9708,0.9649,0.8093,0.8758,0.7873,0.9767
"sp3_generalist_rare","Generalist · rare","mcmc",44,"ok",929,300,300,433.458723,0.9952,0.9648,0.8669,0.8433,0.8197,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",45,"ok",934,300,300,457.721259,0.9507,0.912,0.9468,0.9493,0.8334,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",46,"ok",919,300,300,502.916706,0.9063,0.9276,0.9255,0.8515,0.8197,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",47,"ok",894,300,300,395.991091,0.9643,0.8996,0.9803,0.8577,0.7689,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",48,"ok",882,300,300,509.326763,0.9396,0.9354,0.9762,0.9631,0.8334,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",49,"ok",943,300,300,512.415007,0.9377,0.9401,1,0.8484,0.7878,0.94
"sp3_generalist_rare","Generalist · rare","mcmc",50,"ok",899,300,300,474.79708,0.9337,0.9272,0.9167,0.9907,0.878,0.96
"sp4_specialist_rare","Specialist · rare","random",1,"ok",48,48,48,62.006394,0.811,0.6276,0.422,0.512,0.3123,1
"sp4_specialist_rare","Specialist · rare","random",2,"ok",54,54,54,53.133769,0.6374,0.654,0.4175,0.4894,0.4808,1
"sp4_specialist_rare","Specialist · rare","random",3,"ok",36,36,36,30.091201,0.6675,0.6532,0.394,0.4268,0.3495,0.9722
"sp4_specialist_rare","Specialist · rare","random",4,"ok",44,44,44,59.572791,0.7226,0.5513,0.4543,0.4341,0.2397,1
"sp4_specialist_rare","Specialist · rare","random",5,"ok",36,36,36,27.060297,0.7471,0.7176,0.4999,0.3767,0.2525,1
"sp4_specialist_rare","Specialist · rare","random",6,"ok",48,48,48,26.670364,0.6766,0.6859,0.5087,0.5856,0.7039,1
"sp4_specialist_rare","Specialist · rare","random",7,"ok",48,48,48,22.764279,0.7105,0.5736,0.4921,0.4464,0.3407,1
"sp4_specialist_rare","Specialist · rare","random",8,"ok",50,50,50,40.407289,0.6337,0.6073,0.5059,0.4178,0.2473,1
"sp4_specialist_rare","Specialist · rare","random",9,"ok",55,55,55,55.37852,0.7717,0.7673,0.481,0.6129,0.3632,1
"sp4_specialist_rare","Specialist · rare","random",10,"ok",46,46,46,52.136823,0.8329,0.7478,0.5042,0.584,0.5319,1
"sp4_specialist_rare","Specialist · rare","random",11,"ok",40,40,40,13.901177,0.6752,0.5782,0.4471,0.4833,0.3184,1
"sp4_specialist_rare","Specialist · rare","random",12,"ok",46,46,46,33.758362,0.684,0.7163,0.5947,0.8026,0.3862,1
"sp4_specialist_rare","Specialist · rare","random",13,"ok",53,53,53,29.452146,0.7074,0.7287,0.5592,0.4835,0.3674,0.9811
"sp4_specialist_rare","Specialist · rare","random",14,"ok",52,52,52,55.585494,0.7496,0.8316,0.4249,0.3922,0.3423,0.9808
"sp4_specialist_rare","Specialist · rare","random",15,"ok",40,40,40,38.489637,0.6121,0.6394,0.4814,0.5225,0.3057,1
"sp4_specialist_rare","Specialist · rare","random",16,"ok",44,44,44,14.810649,0.652,0.7207,0.6806,0.5547,0.4118,1
"sp4_specialist_rare","Specialist · rare","random",17,"ok",49,49,49,39.359945,0.7821,0.8137,0.5099,0.4622,0.358,1
"sp4_specialist_rare","Specialist · rare","random",18,"ok",56,56,56,27.035041,0.7936,0.7378,0.525,0.5449,0.3234,1
"sp4_specialist_rare","Specialist · rare","random",19,"ok",51,51,51,42.272059,0.656,0.6661,0.5646,0.5245,0.3354,0.9804
"sp4_specialist_rare","Specialist · rare","random",20,"ok",46,46,46,14.718986,0.7856,0.7225,0.3706,0.5078,0.2735,1
"sp4_specialist_rare","Specialist · rare","random",21,"ok",55,55,55,50.375522,0.7006,0.7178,0.5597,0.5992,0.5464,0.9818
"sp4_specialist_rare","Specialist · rare","random",22,"ok",48,48,48,14.726127,0.6293,0.5211,0.4411,0.4593,0.5199,1
"sp4_specialist_rare","Specialist · rare","random",23,"ok",44,44,44,29.91486,0.8602,0.8071,0.4538,0.4804,0.2531,1
"sp4_specialist_rare","Specialist · rare","random",24,"ok",44,44,44,25.162803,0.7077,0.6833,0.4595,0.3809,0.1677,0.9773
"sp4_specialist_rare","Specialist · rare","random",25,"ok",49,49,49,31.062546,0.7059,0.7133,0.468,0.4231,0.4293,1
"sp4_specialist_rare","Specialist · rare","random",26,"ok",43,43,43,52.737336,0.804,0.7805,0.449,0.5268,0.2808,0.9767
"sp4_specialist_rare","Specialist · rare","random",27,"ok",40,40,40,23.349233,0.8198,0.8617,0.4488,0.4144,0.221,1
"sp4_specialist_rare","Specialist · rare","random",28,"ok",44,44,44,12.855115,0.8634,0.7826,0.554,0.7118,0.4193,1
"sp4_specialist_rare","Specialist · rare","random",29,"ok",61,61,61,41.673677,0.8901,0.8148,0.4564,0.4274,0.4294,1
"sp4_specialist_rare","Specialist · rare","random",30,"ok",53,53,53,44.333667,0.8076,0.8143,0.5696,0.4431,0.4992,0.9811
"sp4_specialist_rare","Specialist · rare","random",31,"ok",40,40,40,34.501079,0.6102,0.6318,0.5689,0.5327,0.4619,1
"sp4_specialist_rare","Specialist · rare","random",32,"ok",50,50,50,47.214186,0.8278,0.8113,0.3523,0.5035,0.2711,1
"sp4_specialist_rare","Specialist · rare","random",33,"ok",56,56,56,26.957129,0.6952,0.6975,0.4201,0.4092,0.305,1
"sp4_specialist_rare","Specialist · rare","random",34,"ok",37,37,37,24.725972,0.8808,0.8221,0.5957,0.318,0.3956,1
"sp4_specialist_rare","Specialist · rare","random",35,"ok",48,48,48,43.822631,0.7481,0.8213,0.3742,0.5209,0.2716,1
"sp4_specialist_rare","Specialist · rare","random",36,"ok",51,51,51,14.379244,0.8748,0.8158,0.3906,0.4688,0.2806,1
"sp4_specialist_rare","Specialist · rare","random",37,"ok",39,39,39,32.577029,0.8863,0.8714,0.4973,0.4453,0.3239,1
"sp4_specialist_rare","Specialist · rare","random",38,"ok",50,50,50,54.353388,0.6778,0.679,0.4256,0.5006,0.3059,0.96
"sp4_specialist_rare","Specialist · rare","random",39,"ok",49,49,49,20.676364,0.8054,0.7839,0.4415,0.3934,0.2842,1
"sp4_specialist_rare","Specialist · rare","random",40,"ok",43,43,43,17.899859,0.8601,0.7391,0.5328,0.6413,0.3695,1
"sp4_specialist_rare","Specialist · rare","random",41,"ok",59,59,59,50.664596,0.734,0.7319,0.423,0.5944,0.3958,1
"sp4_specialist_rare","Specialist · rare","random",42,"ok",59,59,59,28.399287,0.8037,0.8313,0.5498,0.3974,0.3448,1
"sp4_specialist_rare","Specialist · rare","random",43,"ok",43,43,43,31.086996,0.752,0.7825,0.5589,0.4188,0.1685,1
"sp4_specialist_rare","Specialist · rare","random",44,"ok",44,44,44,42.078412,0.766,0.7386,0.62,0.6073,0.4075,0.9773
"sp4_specialist_rare","Specialist · rare","random",45,"ok",48,48,48,34.121164,0.6635,0.7019,0.4153,0.3651,0.2427,1
"sp4_specialist_rare","Specialist · rare","random",46,"ok",42,42,42,30.04034,0.7206,0.6287,0.6494,0.4954,0.2749,1
"sp4_specialist_rare","Specialist · rare","random",47,"ok",49,49,49,25.555755,0.7135,0.7705,0.5204,0.7151,0.2463,1
"sp4_specialist_rare","Specialist · rare","random",48,"ok",45,45,45,39.756221,0.5733,0.5977,0.5095,0.3752,0.308,1
"sp4_specialist_rare","Specialist · rare","random",49,"ok",48,48,48,47.154892,0.7181,0.5996,0.439,0.3862,0.3303,1
"sp4_specialist_rare","Specialist · rare","random",50,"ok",58,58,58,54.627494,0.7809,0.7914,0.5378,0.5678,0.3112,1
"sp4_specialist_rare","Specialist · rare","buffer",1,"ok",48,48,48,51.365373,0.6771,0.7224,0.4428,0.3924,0.2911,1
"sp4_specialist_rare","Specialist · rare","buffer",2,"ok",54,54,54,25.565301,0.7186,0.6498,0.5143,0.5847,0.2582,1
"sp4_specialist_rare","Specialist · rare","buffer",3,"ok",36,36,36,26.937527,0.778,0.7319,0.5238,0.3725,0.2877,1
"sp4_specialist_rare","Specialist · rare","buffer",4,"ok",44,44,44,47.279698,0.8357,0.7332,0.555,0.5233,0.3858,1
"sp4_specialist_rare","Specialist · rare","buffer",5,"ok",36,36,36,23.463885,0.6591,0.7054,0.4746,0.4224,0.3883,1
"sp4_specialist_rare","Specialist · rare","buffer",6,"ok",48,48,48,15.986255,0.6284,0.722,0.4711,0.5889,0.3529,1
"sp4_specialist_rare","Specialist · rare","buffer",7,"ok",48,48,48,25.157201,0.7857,0.6795,0.474,0.5883,0.3632,1
"sp4_specialist_rare","Specialist · rare","buffer",8,"ok",50,50,50,28.215536,0.6472,0.5773,0.4588,0.4761,0.447,1
"sp4_specialist_rare","Specialist · rare","buffer",9,"ok",55,55,55,26.112835,0.7087,0.7482,0.4291,0.4749,0.3266,1
"sp4_specialist_rare","Specialist · rare","buffer",10,"ok",46,46,46,30.311734,0.6789,0.6797,0.7917,0.9095,0.6352,1
"sp4_specialist_rare","Specialist · rare","buffer",11,"ok",40,40,40,20.44158,0.6419,0.5627,0.5209,0.4272,0.1708,1
"sp4_specialist_rare","Specialist · rare","buffer",12,"ok",46,46,46,15.793723,0.7365,0.7273,0.4361,0.4423,0.3369,1
"sp4_specialist_rare","Specialist · rare","buffer",13,"ok",53,53,53,11.297859,0.7853,0.7793,0.6022,0.5039,0.5593,1
"sp4_specialist_rare","Specialist · rare","buffer",14,"ok",52,52,52,31.067004,0.69,0.8334,0.5988,0.642,0.4083,1
"sp4_specialist_rare","Specialist · rare","buffer",15,"ok",40,40,40,16.950623,0.7818,0.715,0.4264,0.4296,0.166,1
"sp4_specialist_rare","Specialist · rare","buffer",16,"ok",44,44,44,18.63497,0.8736,0.7952,0.5499,0.4634,0.3371,1
"sp4_specialist_rare","Specialist · rare","buffer",17,"ok",49,49,49,27.238135,0.7882,0.7225,0.4448,0.5916,0.4041,1
"sp4_specialist_rare","Specialist · rare","buffer",18,"ok",56,56,56,47.132224,0.7942,0.7396,0.4488,0.4142,0.2602,1
"sp4_specialist_rare","Specialist · rare","buffer",19,"ok",51,51,51,19.74837,0.7257,0.8432,0.6242,0.5245,0.3665,1
"sp4_specialist_rare","Specialist · rare","buffer",20,"ok",46,46,46,43.578106,0.7664,0.7158,0.4172,0.5397,0.2721,1
"sp4_specialist_rare","Specialist · rare","buffer",21,"ok",55,55,55,44.107153,0.6525,0.6899,0.4239,0.5219,0.3319,1
"sp4_specialist_rare","Specialist · rare","buffer",22,"ok",48,48,48,24.119576,0.6457,0.7473,0.5382,0.4083,0.3149,1
"sp4_specialist_rare","Specialist · rare","buffer",23,"ok",44,44,44,10.042112,0.7615,0.7601,0.514,0.5177,0.195,1
"sp4_specialist_rare","Specialist · rare","buffer",24,"ok",44,44,44,29.946505,0.7779,0.6707,0.4674,0.4775,0.2176,1
"sp4_specialist_rare","Specialist · rare","buffer",25,"ok",49,49,49,33.985996,0.6783,0.7021,0.4232,0.3794,0.3561,1
"sp4_specialist_rare","Specialist · rare","buffer",26,"ok",43,43,43,18.260279,0.8144,0.7936,0.8758,0.6767,0.5915,1
"sp4_specialist_rare","Specialist · rare","buffer",27,"ok",40,40,40,13.618293,0.7546,0.7483,0.5311,0.6011,0.4353,1
"sp4_specialist_rare","Specialist · rare","buffer",28,"ok",44,44,44,13.74381,0.6758,0.637,0.609,0.7304,0.6888,1
"sp4_specialist_rare","Specialist · rare","buffer",29,"ok",61,61,61,12.294218,0.8804,0.8475,0.4564,0.5117,0.3035,1
"sp4_specialist_rare","Specialist · rare","buffer",30,"ok",53,53,53,42.027421,0.8825,0.8143,0.6931,0.6511,0.3338,1
"sp4_specialist_rare","Specialist · rare","buffer",31,"ok",40,40,40,33.252971,0.6367,0.6318,0.541,0.4832,0.3039,1
"sp4_specialist_rare","Specialist · rare","buffer",32,"ok",50,50,50,27.272614,0.8116,0.7864,0.4894,0.4232,0.3322,1
"sp4_specialist_rare","Specialist · rare","buffer",33,"ok",56,56,56,22.994399,0.6984,0.7166,0.6059,0.5682,0.2974,1
"sp4_specialist_rare","Specialist · rare","buffer",34,"ok",37,37,37,6.997168,0.8178,0.8179,0.4687,0.4119,0.3488,1
"sp4_specialist_rare","Specialist · rare","buffer",35,"ok",48,48,48,19.460365,0.8279,0.8182,0.3542,0.4324,0.2682,1
"sp4_specialist_rare","Specialist · rare","buffer",36,"ok",51,51,51,25.130047,0.9396,0.8965,0.5624,0.68,0.3007,1
"sp4_specialist_rare","Specialist · rare","buffer",37,"ok",39,39,39,16.298627,0.9444,0.8314,0.6097,0.499,0.3349,1
"sp4_specialist_rare","Specialist · rare","buffer",38,"ok",50,50,50,32.988788,0.7003,0.6334,0.6035,0.7891,0.5748,1
"sp4_specialist_rare","Specialist · rare","buffer",39,"ok",49,49,49,22.262705,0.7724,0.8015,0.3082,0.4524,0.1888,1
"sp4_specialist_rare","Specialist · rare","buffer",40,"ok",43,43,43,19.369336,0.8188,0.78,0.5449,0.4827,0.2156,1
"sp4_specialist_rare","Specialist · rare","buffer",41,"ok",59,59,59,38.348125,0.6424,0.7319,0.5006,0.601,0.252,1
"sp4_specialist_rare","Specialist · rare","buffer",42,"ok",59,59,59,26.660674,0.6652,0.7394,0.4132,0.5152,0.407,1
"sp4_specialist_rare","Specialist · rare","buffer",43,"ok",43,43,43,23.776297,0.7432,0.7228,0.4897,0.5163,0.4435,1
"sp4_specialist_rare","Specialist · rare","buffer",44,"ok",44,44,44,47.317301,0.8028,0.7671,0.5923,0.3221,0.2132,1
"sp4_specialist_rare","Specialist · rare","buffer",45,"ok",48,48,48,16.05165,0.7713,0.7642,0.4308,0.5697,0.237,1
"sp4_specialist_rare","Specialist · rare","buffer",46,"ok",42,42,42,37.612415,0.742,0.6904,0.5594,0.3857,0.3814,1
"sp4_specialist_rare","Specialist · rare","buffer",47,"ok",49,49,49,17.406698,0.8407,0.7287,0.6575,0.5606,0.3321,1
"sp4_specialist_rare","Specialist · rare","buffer",48,"ok",45,45,45,29.183389,0.5585,0.6749,0.6498,0.6924,0.3698,1
"sp4_specialist_rare","Specialist · rare","buffer",49,"ok",48,48,48,28.366036,0.7244,0.7113,0.4003,0.5363,0.2153,1
"sp4_specialist_rare","Specialist · rare","buffer",50,"ok",58,58,58,59.454332,0.7032,0.765,0.4081,0.3851,0.2445,1
"sp4_specialist_rare","Specialist · rare","mcmc",1,"ok",48,48,48,11.423441,0.9109,0.9461,0.861,0.6809,0.7112,1
"sp4_specialist_rare","Specialist · rare","mcmc",2,"ok",54,54,54,41.39457,0.9383,0.9418,0.6029,0.587,0.4116,0.9815
"sp4_specialist_rare","Specialist · rare","mcmc",3,"ok",36,36,36,1.782285,0.8061,0.8908,0.9192,0.8421,0.6666,1
"sp4_specialist_rare","Specialist · rare","mcmc",4,"ok",44,44,44,24.375613,0.7225,0.8606,0.6553,0.58,0.6669,0.9773
"sp4_specialist_rare","Specialist · rare","mcmc",5,"ok",36,36,36,10.829101,0.6993,0.8102,0.8292,0.9184,0.8334,1
"sp4_specialist_rare","Specialist · rare","mcmc",6,"ok",48,48,48,44.387952,0.6973,0.7856,0.8811,0.8515,0.6418,0.9792
"sp4_specialist_rare","Specialist · rare","mcmc",7,"ok",48,48,48,10.737208,0.6106,0.6614,0.9136,0.7083,0.631,1
"sp4_specialist_rare","Specialist · rare","mcmc",8,"ok",50,50,50,28.85401,0.7575,0.8924,0.8447,0.716,0.6996,1
"sp4_specialist_rare","Specialist · rare","mcmc",9,"ok",55,55,55,24.949366,0.7242,0.7284,0.7,0.7945,0.8197,1
"sp4_specialist_rare","Specialist · rare","mcmc",10,"ok",46,46,46,36.985242,0.7895,0.7785,0.8566,0.6682,0.8044,0.9783
"sp4_specialist_rare","Specialist · rare","mcmc",11,"ok",40,40,40,5.549626,0.744,0.8404,0.8586,0.9477,0.688,1
"sp4_specialist_rare","Specialist · rare","mcmc",12,"ok",46,46,46,14.929314,0.8294,0.8212,0.7776,0.6514,0.6771,1
"sp4_specialist_rare","Specialist · rare","mcmc",13,"ok",53,53,53,13.696852,0.8333,0.711,0.7212,0.8042,0.7872,1
"sp4_specialist_rare","Specialist · rare","mcmc",14,"ok",52,52,52,15.481784,0.832,0.8391,0.7403,0.6803,0.7376,1
"sp4_specialist_rare","Specialist · rare","mcmc",15,"ok",40,40,40,13.616386,0.6571,0.6784,0.8292,0.9282,0.7174,1
"sp4_specialist_rare","Specialist · rare","mcmc",16,"ok",44,44,44,20.252268,0.8597,0.8099,0.7849,0.9532,0.6875,1
"sp4_specialist_rare","Specialist · rare","mcmc",17,"ok",49,49,49,19.828909,0.919,0.8329,0.8219,0.6152,0.7493,1
"sp4_specialist_rare","Specialist · rare","mcmc",18,"ok",56,56,56,20.24505,0.9266,0.9354,0.8606,0.8182,0.6771,1
"sp4_specialist_rare","Specialist · rare","mcmc",19,"ok",51,51,51,29.412098,0.5906,0.7448,0.6409,0.7385,0.6049,0.9804
"sp4_specialist_rare","Specialist · rare","mcmc",20,"ok",46,46,46,18.216549,0.9236,0.8409,0.8423,0.7977,0.6671,1
"sp4_specialist_rare","Specialist · rare","mcmc",21,"ok",55,55,55,47.294431,0.7348,0.779,0.7875,0.7857,0.849,0.9818
"sp4_specialist_rare","Specialist · rare","mcmc",22,"ok",48,48,48,6.81931,0.721,0.7186,0.9088,0.7961,0.7085,1
"sp4_specialist_rare","Specialist · rare","mcmc",23,"ok",44,44,44,3.713621,0.8187,0.8991,0.8456,0.7063,0.8026,1
"sp4_specialist_rare","Specialist · rare","mcmc",24,"ok",44,44,44,6.893639,0.9007,0.8993,0.9404,0.7983,0.6558,1
"sp4_specialist_rare","Specialist · rare","mcmc",25,"ok",49,49,49,20.65119,0.9175,0.7592,0.6944,0.7901,0.7454,1
"sp4_specialist_rare","Specialist · rare","mcmc",26,"ok",43,43,43,21.992434,0.8405,0.6406,0.8264,0.6185,0.7148,0.9767
"sp4_specialist_rare","Specialist · rare","mcmc",27,"ok",40,40,40,8.045386,0.8943,0.9385,0.8628,0.9157,0.7256,1
"sp4_specialist_rare","Specialist · rare","mcmc",28,"ok",44,44,44,7.406551,0.8756,0.846,0.8422,0.918,0.8487,1
"sp4_specialist_rare","Specialist · rare","mcmc",29,"ok",61,61,61,20.500467,0.851,0.7985,0.7174,0.6211,0.7032,1
"sp4_specialist_rare","Specialist · rare","mcmc",30,"ok",53,53,53,19.399207,0.9266,0.9169,0.8369,0.8327,0.6876,1
"sp4_specialist_rare","Specialist · rare","mcmc",31,"ok",40,40,40,14.856106,0.9315,0.9113,0.7538,0.7165,0.7284,1
"sp4_specialist_rare","Specialist · rare","mcmc",32,"ok",50,50,50,15.911187,0.9073,0.8876,0.7927,0.8989,0.8487,1
"sp4_specialist_rare","Specialist · rare","mcmc",33,"ok",56,56,56,22.684816,0.882,0.798,0.8982,0.7825,0.7741,1
"sp4_specialist_rare","Specialist · rare","mcmc",34,"ok",37,37,37,12.674276,0.787,0.738,0.8575,0.6716,0.5518,1
"sp4_specialist_rare","Specialist · rare","mcmc",35,"ok",48,48,48,22.099515,0.706,0.7242,0.8635,0.6606,0.8197,1
"sp4_specialist_rare","Specialist · rare","mcmc",36,"ok",51,51,51,20.236323,0.9517,0.801,0.9142,0.8642,0.7215,1
"sp4_specialist_rare","Specialist · rare","mcmc",37,"ok",39,39,39,10.810414,0.8649,0.8329,0.8588,0.9477,0.7609,1
"sp4_specialist_rare","Specialist · rare","mcmc",38,"ok",50,50,50,23.538316,0.9327,0.9178,0.84,0.8027,0.8082,1
"sp4_specialist_rare","Specialist · rare","mcmc",39,"ok",49,49,49,21.170519,0.6715,0.6256,0.7231,0.8106,0.7996,1
"sp4_specialist_rare","Specialist · rare","mcmc",40,"ok",43,43,43,11.321038,0.7635,0.5596,0.7175,0.8178,0.7159,1
"sp4_specialist_rare","Specialist · rare","mcmc",41,"ok",59,59,59,17.987012,0.9218,0.8547,0.7292,0.8478,0.7161,1
"sp4_specialist_rare","Specialist · rare","mcmc",42,"ok",59,59,59,33.384701,0.9724,0.9233,0.8086,0.6593,0.8319,1
"sp4_specialist_rare","Specialist · rare","mcmc",43,"ok",43,43,43,17.433815,0.7376,0.8546,0.8676,0.9536,0.7256,1
"sp4_specialist_rare","Specialist · rare","mcmc",44,"ok",44,44,44,32.6033,0.871,0.886,0.9088,0.759,0.8026,1
"sp4_specialist_rare","Specialist · rare","mcmc",45,"ok",48,48,48,24.316943,0.9086,0.8822,0.9192,0.7929,0.6935,1
"sp4_specialist_rare","Specialist · rare","mcmc",46,"ok",42,42,42,24.753049,0.8705,0.7864,0.7911,0.6253,0.6658,1
"sp4_specialist_rare","Specialist · rare","mcmc",47,"ok",49,49,49,8.942665,0.7696,0.7731,0.7183,0.796,0.7316,1
"sp4_specialist_rare","Specialist · rare","mcmc",48,"ok",45,45,45,22.228078,0.8117,0.8398,0.7174,0.6769,0.6064,1
"sp4_specialist_rare","Specialist · rare","mcmc",49,"ok",48,48,48,23.267279,0.7604,0.6348,0.654,0.6483,0.7494,1
"sp4_specialist_rare","Specialist · rare","mcmc",50,"ok",58,58,58,13.239813,0.8528,0.7557,0.9803,0.7539,0.8274,1
