"species","species_label","sampler","realization","status","N_pres_total","N_pres_used","N_pseudo","overlap","rel_cov_PC1","rel_cov_PC2","rel_cov_PC3","rel_cov_PC4","rel_cov_PC5","prop_true_abs"
"sp2_specialist_common","Specialist · common","buffer",26,"ok",811,300,300,53.745095,0.8962,0.9216,0.5688,0.6121,0.6062,1
"sp2_specialist_common","Specialist · common","buffer",27,"ok",746,300,300,41.308904,0.8146,0.8737,0.7109,0.644,0.5562,0.9967
"sp2_specialist_common","Specialist · common","buffer",28,"ok",754,300,300,49.913803,0.8441,0.8181,0.609,0.6254,0.5582,1
"sp2_specialist_common","Specialist · common","buffer",29,"ok",780,300,300,35.538067,0.8823,0.9061,0.7644,0.6421,0.6202,1
"sp2_specialist_common","Specialist · common","buffer",30,"ok",753,300,300,40.706533,0.8904,0.8881,0.735,0.8411,0.5642,1
"sp2_specialist_common","Specialist · common","buffer",31,"ok",749,300,300,46.156485,0.8432,0.8033,0.9285,0.7877,0.8274,1
"sp2_specialist_common","Specialist · common","buffer",32,"ok",784,300,300,52.028367,0.9016,0.8683,0.8146,0.6947,0.6976,1
"sp2_specialist_common","Specialist · common","buffer",33,"ok",783,300,300,49.521613,0.9096,0.9022,0.6149,0.5769,0.4873,0.9967
"sp2_specialist_common","Specialist · common","buffer",34,"ok",778,300,300,40.16775,0.8701,0.861,0.6101,0.6855,0.4854,1
"sp2_specialist_common","Specialist · common","buffer",35,"ok",752,300,300,34.906842,0.9415,0.8827,0.7324,0.7281,0.5515,1
"sp2_specialist_common","Specialist · common","buffer",36,"ok",746,300,300,43.547527,0.9023,0.8457,0.6933,0.8515,0.5578,0.9967
"sp2_specialist_common","Specialist · common","buffer",37,"ok",767,300,300,56.390818,0.9444,0.9578,0.8193,0.6139,0.5897,0.9967
"sp2_specialist_common","Specialist · common","buffer",38,"ok",768,300,300,39.455764,0.8713,0.8877,0.6089,0.7593,0.6684,0.9967
"sp2_specialist_common","Specialist · common","buffer",39,"ok",747,300,300,52.248121,0.9575,0.9227,0.6901,0.6502,0.5396,0.9967
"sp2_specialist_common","Specialist · common","buffer",40,"ok",771,300,300,52.217772,0.7897,0.8265,0.6529,0.6541,0.5898,1
"sp2_specialist_common","Specialist · common","buffer",41,"ok",794,300,300,42.723385,0.8572,0.8149,0.5548,0.6897,0.5,1
"sp2_specialist_common","Specialist · common","buffer",42,"ok",792,300,300,46.14746,0.9032,0.8723,0.6491,0.6892,0.6009,1
"sp2_specialist_common","Specialist · common","buffer",43,"ok",754,300,300,51.070226,0.9028,0.876,0.643,0.7605,0.7376,1
"sp2_specialist_common","Specialist · common","buffer",44,"ok",755,300,300,44.83715,0.9066,0.9356,0.5902,0.715,0.5025,1
"sp2_specialist_common","Specialist · common","buffer",45,"ok",779,300,300,48.106687,0.8711,0.9002,0.7206,0.7764,0.594,0.9967
"sp2_specialist_common","Specialist · common","buffer",46,"ok",782,300,300,47.229724,0.954,0.9061,0.6008,0.7992,0.5755,0.9967
"sp2_specialist_common","Specialist · common","buffer",47,"ok",780,300,300,47.617096,0.8305,0.8331,0.5978,0.7121,0.6335,0.9967
"sp2_specialist_common","Specialist · common","buffer",48,"ok",758,300,300,46.25603,0.7877,0.7721,0.7015,0.6821,0.5152,0.9967
"sp2_specialist_common","Specialist · common","buffer",49,"ok",792,300,300,42.073519,0.8745,0.8957,0.6143,0.6349,0.9063,1
"sp2_specialist_common","Specialist · common","buffer",50,"ok",809,300,300,41.919184,0.9544,0.9489,0.5524,0.691,0.5004,0.9967
"sp2_specialist_common","Specialist · common","mcmc",1,"ok",804,300,300,60.991064,0.924,0.9472,0.8893,0.8758,0.8044,1
"sp2_specialist_common","Specialist · common","mcmc",2,"ok",767,300,300,64.444006,0.9952,0.9682,0.9207,0.8686,0.7316,0.9933
"sp2_specialist_common","Specialist · common","mcmc",3,"ok",795,300,300,45.919089,0.9567,1,0.7676,0.8515,0.8039,1
"sp2_specialist_common","Specialist · common","mcmc",4,"ok",815,300,300,41.026285,0.9713,0.9422,0.8825,0.9907,0.7606,1
"sp2_specialist_common","Specialist · common","mcmc",5,"ok",792,300,300,72.347961,0.9676,0.9936,0.9609,1,0.8487,0.99
"sp2_specialist_common","Specialist · common","mcmc",6,"ok",767,300,300,59.145114,0.9708,0.991,0.9471,0.8515,0.8564,0.9967
"sp2_specialist_common","Specialist · common","mcmc",7,"ok",771,300,300,58.206304,0.9568,0.9558,0.8292,1,0.8091,0.9967
"sp2_specialist_common","Specialist · common","mcmc",8,"ok",760,300,300,58.108544,0.9322,0.8853,0.9807,0.9736,0.8487,0.9967
"sp2_specialist_common","Specialist · common","mcmc",9,"ok",767,300,300,63.199003,0.9402,0.9418,0.9484,0.8208,0.8274,0.9933
"sp2_specialist_common","Specialist · common","mcmc",10,"ok",773,300,300,68.182588,0.8985,0.9583,0.9092,0.8736,0.7253,1
"sp2_specialist_common","Specialist · common","mcmc",11,"ok",791,300,300,54.401298,0.9487,0.9503,0.9207,0.8169,0.7664,0.9967
"sp2_specialist_common","Specialist · common","mcmc",12,"ok",776,300,300,48.247714,1,1,0.9803,0.8736,0.8274,0.9967
"sp2_specialist_common","Specialist · common","mcmc",13,"ok",784,300,300,60.519269,0.9166,0.8846,0.9013,0.9001,0.8197,1
"sp2_specialist_common","Specialist · common","mcmc",14,"ok",769,300,300,60.517845,0.9315,0.8387,0.9189,0.9001,0.8319,0.9967
"sp2_specialist_common","Specialist · common","mcmc",15,"ok",761,300,300,54.757414,0.9587,0.9503,0.907,0.8393,0.8318,0.9933
"sp2_specialist_common","Specialist · common","mcmc",16,"ok",787,300,300,59.534814,0.965,0.9287,0.9786,0.9661,0.8777,0.9967
"sp2_specialist_common","Specialist · common","mcmc",17,"ok",793,300,300,61.788542,0.9703,0.9936,0.9686,0.8779,0.8121,0.9967
"sp2_specialist_common","Specialist · common","mcmc",18,"ok",798,300,300,55.684605,0.9799,0.951,0.9764,1,0.8432,1
"sp2_specialist_common","Specialist · common","mcmc",19,"ok",774,300,300,66.628015,0.9519,0.9387,0.9656,0.8758,0.7602,0.9967
"sp2_specialist_common","Specialist · common","mcmc",20,"ok",765,300,300,54.330383,0.965,0.9254,0.9207,0.8758,0.8026,1
"sp2_specialist_common","Specialist · common","mcmc",21,"ok",789,300,300,66.907554,0.9539,0.9936,0.9851,0.8714,0.8274,0.9867
"sp2_specialist_common","Specialist · common","mcmc",22,"ok",805,300,300,56.977741,0.9538,0.9815,1,0.8256,0.7396,0.9933
"sp2_specialist_common","Specialist · common","mcmc",23,"ok",784,300,300,59.38275,0.9367,0.8979,0.9013,0.8323,0.8082,1
"sp2_specialist_common","Specialist · common","mcmc",24,"ok",746,300,300,63.907576,0.9383,0.9741,0.9088,0.9907,0.7902,0.9933
"sp2_specialist_common","Specialist · common","mcmc",25,"ok",772,300,300,44.907256,0.9547,0.9093,0.9803,0.8421,0.8567,0.9967
"sp2_specialist_common","Specialist · common","mcmc",26,"ok",811,300,300,68.893162,0.9663,0.9481,0.9803,0.9736,0.8334,0.9967
"sp2_specialist_common","Specialist · common","mcmc",27,"ok",746,300,300,57.705455,0.9848,0.9689,0.9813,0.9736,0.8432,1
"sp2_specialist_common","Specialist · common","mcmc",28,"ok",754,300,300,59.263816,0.8842,0.9389,0.8426,0.9562,0.8334,0.9933
"sp2_specialist_common","Specialist · common","mcmc",29,"ok",780,300,300,60.887841,0.924,0.9159,0.9165,0.8736,0.849,0.9967
"sp2_specialist_common","Specialist · common","mcmc",30,"ok",753,300,300,55.20026,0.915,0.9272,0.9803,0.8686,0.8564,0.9967
"sp2_specialist_common","Specialist · common","mcmc",31,"ok",749,300,300,58.994066,0.9809,0.9481,0.9725,0.8515,0.7878,1
"sp2_specialist_common","Specialist · common","mcmc",32,"ok",784,300,300,56.087745,0.9481,0.913,0.9845,0.8591,0.8567,1
"sp2_specialist_common","Specialist · common","mcmc",33,"ok",783,300,300,50.731223,0.9526,0.9263,0.8125,0.8642,0.8329,0.9967
"sp2_specialist_common","Specialist · common","mcmc",34,"ok",778,300,300,56.440662,1,0.9714,0.9165,0.8591,0.8332,1
"sp2_specialist_common","Specialist · common","mcmc",35,"ok",752,300,300,52.972919,0.973,0.9345,0.9207,0.8486,0.8197,0.9933
"sp2_specialist_common","Specialist · common","mcmc",36,"ok",746,300,300,69.633317,0.9881,0.9689,0.807,0.8024,0.7664,1
"sp2_specialist_common","Specialist · common","mcmc",37,"ok",767,300,300,58.58303,0.9952,1,0.9468,1,0.8432,0.9933
"sp2_specialist_common","Specialist · common","mcmc",38,"ok",768,300,300,53.157043,0.9875,0.9648,0.7669,0.8421,0.8332,0.9933
"sp2_specialist_common","Specialist · common","mcmc",39,"ok",747,300,300,58.365094,0.9301,0.9466,0.7628,0.8605,0.8039,1
"sp2_specialist_common","Specialist · common","mcmc",40,"ok",771,300,300,64.581251,0.9412,0.9672,0.9845,0.9736,0.8091,0.9933
"sp2_specialist_common","Specialist · common","mcmc",41,"ok",794,300,300,68.884515,0.9375,0.9625,0.893,0.9907,0.8777,0.9933
"sp2_specialist_common","Specialist · common","mcmc",42,"ok",792,300,300,60.566824,0.9924,0.9698,0.9013,0.9556,0.9039,0.9967
"sp2_specialist_common","Specialist · common","mcmc",43,"ok",754,300,300,49.776947,0.9229,0.9229,0.9845,0.9631,0.8487,1
"sp2_specialist_common","Specialist · common","mcmc",44,"ok",755,300,300,67.265373,0.9469,0.9389,0.9764,0.8313,0.8274,0.99
"sp2_specialist_common","Specialist · common","mcmc",45,"ok",779,300,300,59.43715,0.9454,0.9535,1,0.9642,0.8487,0.9933
"sp2_specialist_common","Specialist · common","mcmc",46,"ok",782,300,300,61.229215,0.913,0.9393,0.8125,0.7759,0.8332,1
"sp2_specialist_common","Specialist · common","mcmc",47,"ok",780,300,300,41.382011,0.9539,0.993,0.906,0.8686,0.7631,0.9967
"sp2_specialist_common","Specialist · common","mcmc",48,"ok",758,300,300,52.554029,0.9809,0.8552,0.9803,0.9736,0.7744,1
"sp2_specialist_common","Specialist · common","mcmc",49,"ok",792,300,300,53.811434,0.9292,0.9379,0.9764,0.9907,0.7954,1
"sp2_specialist_common","Specialist · common","mcmc",50,"ok",809,300,300,58.027094,0.9079,0.8585,0.9803,0.9683,0.8091,0.9933
"sp3_generalist_rare","Generalist · rare","random",1,"ok",946,300,300,499.468117,0.8899,0.8694,0.5693,0.5316,0.3909,0.95
"sp3_generalist_rare","Generalist · rare","random",2,"ok",939,300,300,515.998825,0.922,0.9809,0.6419,0.6902,0.7127,0.94
"sp3_generalist_rare","Generalist · rare","random",3,"ok",927,300,300,478.387703,0.8924,0.8477,0.6645,0.556,0.4648,0.9433
"sp3_generalist_rare","Generalist · rare","random",4,"ok",963,300,300,523.527751,0.9315,0.9447,0.5917,0.53,0.5141,0.9567
"sp3_generalist_rare","Generalist · rare","random",5,"ok",894,300,300,457.512723,0.8811,0.9154,0.6864,0.5478,0.4946,0.9667
"sp3_generalist_rare","Generalist · rare","random",6,"ok",907,300,300,510.707909,0.8544,0.8705,0.7403,0.7037,0.7702,0.9467
"sp3_generalist_rare","Generalist · rare","random",7,"ok",903,300,300,435.511905,0.8221,0.9221,0.6881,0.8515,0.4973,0.97
"sp3_generalist_rare","Generalist · rare","random",8,"ok",912,300,300,465.90743,0.9005,0.8052,0.7294,0.719,0.6585,0.96
"sp3_generalist_rare","Generalist · rare","random",9,"ok",898,300,300,466.913068,0.9768,0.8843,0.6759,0.6343,0.5343,0.94
"sp3_generalist_rare","Generalist · rare","random",10,"ok",902,300,300,505.04656,0.972,0.8792,0.592,0.584,0.6371,0.9567
"sp3_generalist_rare","Generalist · rare","random",11,"ok",884,300,300,499.756149,0.8519,0.7453,0.5872,0.7148,0.5445,0.94
"sp3_generalist_rare","Generalist · rare","random",12,"ok",945,300,300,470.605784,0.8962,0.9341,0.725,0.8026,0.5042,0.9633
"sp3_generalist_rare","Generalist · rare","random",13,"ok",887,300,300,497.728952,0.8569,0.8802,0.5929,0.6905,0.7034,0.9433
"sp3_generalist_rare","Generalist · rare","random",14,"ok",918,300,300,476.418402,0.8478,0.9429,0.6711,0.621,0.4602,0.95
"sp3_generalist_rare","Generalist · rare","random",15,"ok",866,300,300,512.104692,0.8367,0.8069,0.7067,0.6679,0.5585,0.9567
"sp3_generalist_rare","Generalist · rare","random",16,"ok",925,300,300,473.772434,0.8451,0.7881,0.6988,0.708,0.6131,0.9533
"sp3_generalist_rare","Generalist · rare","random",17,"ok",918,300,300,494.509758,0.8683,0.8386,0.638,0.6581,0.3871,0.9533
"sp3_generalist_rare","Generalist · rare","random",18,"ok",924,300,300,484.8893,0.8817,0.8504,0.7055,0.5616,0.6182,0.9567
"sp3_generalist_rare","Generalist · rare","random",19,"ok",919,300,300,523.405606,0.8051,0.913,0.6098,0.6963,0.5707,0.9267
"sp3_generalist_rare","Generalist · rare","random",20,"ok",941,300,300,510.145117,0.876,0.7919,0.6216,0.6516,0.491,0.9667
"sp3_generalist_rare","Generalist · rare","random",21,"ok",915,300,300,491.340859,0.8844,0.8539,0.5753,0.6766,0.5846,0.95
"sp3_generalist_rare","Generalist · rare","random",22,"ok",906,300,300,501.970443,0.8986,0.8945,0.6931,0.6991,0.5199,0.9667
"sp3_generalist_rare","Generalist · rare","random",23,"ok",924,300,300,525.873135,0.9031,0.9339,0.6747,0.6719,0.5291,0.9433
"sp3_generalist_rare","Generalist · rare","random",24,"ok",862,300,300,509.770752,0.9245,0.9489,0.6417,0.5609,0.574,0.95
"sp3_generalist_rare","Generalist · rare","random",25,"ok",913,300,300,516.949615,0.9092,0.9146,0.5914,0.5637,0.5045,0.9233
"sp3_generalist_rare","Generalist · rare","random",26,"ok",905,300,300,504.882091,0.8461,0.8728,0.7189,0.6115,0.5933,0.93
"sp3_generalist_rare","Generalist · rare","random",27,"ok",940,300,300,442.920704,0.8605,0.8872,0.5554,0.6853,0.4777,0.96
"sp3_generalist_rare","Generalist · rare","random",28,"ok",915,300,300,442.067858,0.9205,0.8861,0.5816,0.7488,0.587,0.9467
"sp3_generalist_rare","Generalist · rare","random",29,"ok",918,300,300,518.65397,0.9534,0.9323,0.6401,0.5093,0.5444,0.93
"sp3_generalist_rare","Generalist · rare","random",30,"ok",900,300,300,528.021933,0.884,0.8492,0.8287,0.617,0.6224,0.94
"sp3_generalist_rare","Generalist · rare","random",31,"ok",938,300,300,484.807718,0.8877,0.8229,0.7133,0.5425,0.513,0.94
"sp3_generalist_rare","Generalist · rare","random",32,"ok",878,300,300,498.280365,0.9254,0.8922,0.9225,0.8081,0.6606,0.9367
"sp3_generalist_rare","Generalist · rare","random",33,"ok",925,300,300,481.005504,0.8642,0.9011,0.6856,0.5385,0.602,0.95
"sp3_generalist_rare","Generalist · rare","random",34,"ok",895,300,300,511.49448,0.8938,0.8615,0.8817,0.6498,0.6101,0.94
"sp3_generalist_rare","Generalist · rare","random",35,"ok",911,300,300,434.671385,0.8882,0.8759,0.6667,0.7073,0.6621,0.9533
"sp3_generalist_rare","Generalist · rare","random",36,"ok",952,300,300,518.380766,0.946,0.9208,0.5486,0.5009,0.3512,0.93
"sp3_generalist_rare","Generalist · rare","random",37,"ok",909,300,300,479.661029,0.8972,0.89,0.7211,0.5875,0.8548,0.95
"sp3_generalist_rare","Generalist · rare","random",38,"ok",922,300,300,519.128429,0.8328,0.9005,0.6702,0.6469,0.4858,0.9233
"sp3_generalist_rare","Generalist · rare","random",39,"ok",885,300,300,487.467478,0.8719,0.8465,0.6185,0.5672,0.4997,0.9533
"sp3_generalist_rare","Generalist · rare","random",40,"ok",972,300,300,540.877571,0.9295,0.8205,0.5696,0.6674,0.3871,0.92
"sp3_generalist_rare","Generalist · rare","random",41,"ok",909,300,300,457.829302,0.9324,0.8761,0.6834,0.8619,0.7812,0.9567
"sp3_generalist_rare","Generalist · rare","random",42,"ok",919,300,300,462.646749,0.8285,0.8313,0.5849,0.6148,0.5916,0.9467
"sp3_generalist_rare","Generalist · rare","random",43,"ok",893,300,300,530.383032,0.892,0.8453,0.702,0.8248,0.5375,0.9467
"sp3_generalist_rare","Generalist · rare","random",44,"ok",929,300,300,486.873757,0.8701,0.8473,0.6498,0.6279,0.4812,0.9567
"sp3_generalist_rare","Generalist · rare","random",45,"ok",934,300,300,468.474223,0.9334,0.9805,0.5707,0.6763,0.6703,0.9367
"sp3_generalist_rare","Generalist · rare","random",46,"ok",919,300,300,501.343409,0.9219,0.9628,0.6679,0.5829,0.5951,0.9433
"sp3_generalist_rare","Generalist · rare","random",47,"ok",894,300,300,454.133833,0.85,0.8032,0.8692,0.7395,0.6876,0.94
"sp3_generalist_rare","Generalist · rare","random",48,"ok",882,300,300,501.418972,0.9455,0.9012,0.6533,0.5361,0.503,0.97
"sp3_generalist_rare","Generalist · rare","random",49,"ok",943,300,300,507.818519,0.8947,0.8594,0.678,0.8305,0.5222,0.9233
"sp3_generalist_rare","Generalist · rare","random",50,"ok",899,300,300,512.545345,0.9028,0.8036,0.5985,0.65,0.4784,0.94
"sp3_generalist_rare","Generalist · rare","buffer",1,"ok",946,300,300,362.628406,1,0.9767,0.523,0.6018,0.3794,0.9933
"sp3_generalist_rare","Generalist · rare","buffer",2,"ok",939,300,300,384.806446,0.9125,0.9425,0.5756,0.648,0.5236,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",3,"ok",927,300,300,365.003861,0.9054,0.8916,0.6602,0.7705,0.6066,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",4,"ok",963,300,300,385.850002,0.8608,0.8797,0.6409,0.7047,0.4861,0.96
"sp3_generalist_rare","Generalist · rare","buffer",5,"ok",894,300,300,344.207533,0.8995,0.9143,0.688,0.7084,0.4642,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",6,"ok",907,300,300,384.354945,0.8862,0.8709,0.6497,0.631,0.5117,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",7,"ok",903,300,300,383.82261,0.922,0.913,0.6575,0.6268,0.7492,0.9733
"sp3_generalist_rare","Generalist · rare","buffer",8,"ok",912,300,300,340.100894,0.9372,0.8485,0.672,0.793,0.7363,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",9,"ok",898,300,300,379.736731,0.9809,0.8577,0.5664,0.6634,0.6059,0.98
"sp3_generalist_rare","Generalist · rare","buffer",10,"ok",902,300,300,366.298005,0.9039,0.8629,0.721,0.6238,0.5321,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",11,"ok",884,300,300,346.003243,0.8747,0.9088,0.7287,0.626,0.7941,0.9967
"sp3_generalist_rare","Generalist · rare","buffer",12,"ok",945,300,300,360.509361,0.8515,0.9114,0.5859,0.6241,0.5762,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",13,"ok",887,300,300,375.986989,0.8273,0.7939,0.5651,0.6568,0.4813,0.9733
"sp3_generalist_rare","Generalist · rare","buffer",14,"ok",918,300,300,309.653082,0.9017,0.9429,0.6042,0.558,0.6703,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",15,"ok",866,300,300,358.390849,0.9428,0.8935,0.6435,0.6027,0.4501,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",16,"ok",925,300,300,360.973698,0.9401,0.9481,0.5612,0.5155,0.4209,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",17,"ok",918,300,300,402.092013,0.8479,0.8403,0.5145,0.6079,0.6371,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",18,"ok",924,300,300,327.824934,0.8725,0.8707,0.8194,0.9468,0.6314,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",19,"ok",919,300,300,375.658718,0.9039,0.8821,0.6042,0.7447,0.4354,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",20,"ok",941,300,300,383.971983,0.876,0.8384,0.6675,0.6648,0.702,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",21,"ok",915,300,300,373.126322,0.8829,0.8287,0.6153,0.5792,0.5006,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",22,"ok",906,300,300,411.338917,0.8731,0.8945,0.5612,0.6206,0.6803,0.97
"sp3_generalist_rare","Generalist · rare","buffer",23,"ok",924,300,300,386.2272,0.8841,0.9339,0.6966,0.5675,0.607,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",24,"ok",862,300,300,407.391109,0.8956,0.9425,0.6802,0.7276,0.8534,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",25,"ok",913,300,300,353.144515,0.949,0.9047,0.6936,0.7838,0.6077,0.9933
"sp3_generalist_rare","Generalist · rare","buffer",26,"ok",905,300,300,337.905224,0.9053,0.8982,0.5551,0.577,0.4395,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",27,"ok",940,300,300,371.754187,0.8757,0.9482,0.5118,0.6679,0.6495,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",28,"ok",915,300,300,360.258587,0.9468,0.8936,0.5975,0.6766,0.4497,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",29,"ok",918,300,300,412.312329,0.915,0.9323,0.5556,0.6167,0.5728,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",30,"ok",900,300,300,385.944187,0.9322,0.8948,0.6457,0.7276,0.5413,0.98
"sp3_generalist_rare","Generalist · rare","buffer",31,"ok",938,300,300,358.693878,0.8144,0.8641,0.6499,0.5782,0.4348,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",32,"ok",878,300,300,398.250561,0.9101,0.8776,0.7042,0.8202,0.696,0.9667
"sp3_generalist_rare","Generalist · rare","buffer",33,"ok",925,300,300,363.777691,0.8927,0.9259,0.6024,0.6079,0.5411,0.99
"sp3_generalist_rare","Generalist · rare","buffer",34,"ok",895,300,300,361.515122,0.9043,0.8615,0.715,0.7937,0.6403,0.9833
"sp3_generalist_rare","Generalist · rare","buffer",35,"ok",911,300,300,317.220539,0.8329,0.8682,0.6582,0.6605,0.457,1
"sp3_generalist_rare","Generalist · rare","buffer",36,"ok",952,300,300,339.06408,0.9453,0.9584,0.6481,0.7013,0.4262,0.99
"sp3_generalist_rare","Generalist · rare","buffer",37,"ok",909,300,300,379.830337,0.8816,0.8857,0.7092,0.6216,0.7397,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",38,"ok",922,300,300,432.060821,0.8828,0.8955,0.6733,0.6893,0.511,0.9867
"sp3_generalist_rare","Generalist · rare","buffer",39,"ok",885,300,300,387.094951,0.9246,0.9001,0.669,0.523,0.548,0.97
"sp3_generalist_rare","Generalist · rare","buffer",40,"ok",972,300,300,362.505018,0.8586,0.9287,0.6619,0.7668,0.8941,0.9933
"sp3_generalist_rare","Generalist · rare","buffer",41,"ok",909,300,300,368.271588,0.8991,0.9425,0.7299,0.8384,0.4993,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",42,"ok",919,300,300,389.571003,0.9456,0.851,0.591,0.6102,0.4693,0.97
"sp3_generalist_rare","Generalist · rare","buffer",43,"ok",893,300,300,395.503916,0.9043,0.8963,0.632,0.6684,0.495,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",44,"ok",929,300,300,341.511118,0.9414,0.9551,0.6944,0.5251,0.6436,0.9767
"sp3_generalist_rare","Generalist · rare","buffer",45,"ok",934,300,300,361.831463,0.9881,0.9886,0.6038,0.5888,0.4372,0.97
"sp3_generalist_rare","Generalist · rare","buffer",46,"ok",919,300,300,369.129124,0.9477,0.9071,0.6193,0.6784,0.5714,0.99
"sp3_generalist_rare","Generalist · rare","buffer",47,"ok",894,300,300,380.690135,0.8938,0.9067,0.5185,0.6714,0.4472,0.9933
"sp3_generalist_rare","Generalist · rare","buffer",48,"ok",882,300,300,411.40126,0.8595,0.9472,0.6603,0.7441,0.6635,0.98
"sp3_generalist_rare","Generalist · rare","buffer",49,"ok",943,300,300,371.601927,0.9009,0.9212,0.5582,0.728,0.3303,0.99
"sp3_generalist_rare","Generalist · rare","buffer",50,"ok",899,300,300,333.866745,0.8431,0.8489,0.6803,0.6544,0.5501,0.9967
"sp3_generalist_rare","Generalist · rare","mcmc",1,"ok",946,300,300,492.334762,0.9848,0.957,0.9249,0.7722,0.7789,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",2,"ok",939,300,300,463.925847,0.9246,0.9272,0.7266,0.7891,0.7516,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",3,"ok",927,300,300,438.298976,0.969,0.9821,0.9484,0.9907,0.878,0.9633
"sp3_generalist_rare","Generalist · rare","mcmc",4,"ok",963,300,300,556.569022,0.9317,0.9577,0.8638,0.9736,0.878,0.9367
"sp3_generalist_rare","Generalist · rare","mcmc",5,"ok",894,300,300,507.837496,0.9353,0.8842,0.922,0.9757,0.8487,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",6,"ok",907,300,300,491.44783,0.9345,0.9457,0.9579,0.959,0.878,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",7,"ok",903,300,300,489.271752,0.9366,0.9108,0.8628,1,0.878,0.9567
"sp3_generalist_rare","Generalist · rare","mcmc",8,"ok",912,300,300,462.292655,0.9881,1,0.8871,0.9736,0.8487,0.9833
"sp3_generalist_rare","Generalist · rare","mcmc",9,"ok",898,300,300,458.202326,0.9256,0.9567,0.9468,1,0.878,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",10,"ok",902,300,300,473.575163,0.9711,0.9412,0.9851,0.8421,0.7532,0.95
"sp3_generalist_rare","Generalist · rare","mcmc",11,"ok",884,300,300,491.46303,0.9437,0.9367,0.9786,1,0.8334,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",12,"ok",945,300,300,433.601197,0.9636,0.9936,0.867,1,0.8487,0.96
"sp3_generalist_rare","Generalist · rare","mcmc",13,"ok",887,300,300,410.259473,0.9325,0.9389,0.9167,0.9736,0.8334,0.9867
"sp3_generalist_rare","Generalist · rare","mcmc",14,"ok",918,300,300,427.349263,0.9848,0.9714,0.9845,0.9933,0.8334,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",15,"ok",866,300,300,426.236929,1,0.9539,0.9167,0.9736,0.8777,0.98
"sp3_generalist_rare","Generalist · rare","mcmc",16,"ok",925,300,300,519.227572,0.965,0.924,0.9013,1,0.8091,0.9533
"sp3_generalist_rare","Generalist · rare","mcmc",17,"ok",918,300,300,450.154052,0.9924,0.9391,0.9609,0.8907,0.8567,0.9833
"sp3_generalist_rare","Generalist · rare","mcmc",18,"ok",924,300,300,480.718077,0.9419,0.9508,0.9803,0.8577,0.7396,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",19,"ok",919,300,300,528.779155,0.9613,0.9623,0.8423,0.8076,0.8487,0.9633
"sp3_generalist_rare","Generalist · rare","mcmc",20,"ok",941,300,300,503.831699,0.9881,0.9889,0.9467,0.9642,0.7714,0.9733
"sp3_generalist_rare","Generalist · rare","mcmc",21,"ok",915,300,300,468.289444,0.9419,0.9347,0.8455,0.8508,0.8039,0.9633
"sp3_generalist_rare","Generalist · rare","mcmc",22,"ok",906,300,300,512.553212,0.943,0.9216,0.9255,0.9907,0.8091,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",23,"ok",924,300,300,464.036491,0.9805,0.9198,0.9803,0.8649,0.8564,0.9733
"sp3_generalist_rare","Generalist · rare","mcmc",24,"ok",862,300,300,507.740782,0.9924,0.9151,0.9207,0.8907,0.7612,0.9667
"sp3_generalist_rare","Generalist · rare","mcmc",25,"ok",913,300,300,509.192693,0.9713,0.9703,0.867,0.9426,0.8487,0.9733
"sp3_generalist_rare","Generalist · rare","mcmc",26,"ok",905,300,300,500.669924,0.9703,0.9822,0.9803,0.8686,0.8274,0.97
"sp3_generalist_rare","Generalist · rare","mcmc",27,"ok",940,300,300,438.516614,0.969,0.9535,0.9803,0.9683,0.7744,0.98
